ISO,NODEJ,NODEI,LONFR,LATFR,LONTO,LATTO,PrdMIG
SUR,1,2,-55.11516766,4.764351961,-54.90005335,5.751249287,31.7723543
SUR,1,3,-55.11516766,4.764351961,-56.27701182,5.649453536,31.29317447
SUR,1,4,-55.11516766,4.764351961,-54.37014547,5.627985271,20.91735242
SUR,1,5,-55.11516766,4.764351961,-56.89515141,5.613107356,41.21276323
SUR,1,6,-55.11516766,4.764351961,-55.3353104,5.348584574,25.16762389
SUR,1,7,-55.11516766,4.764351961,-55.18727624,5.851335681,251.4136064
SUR,1,8,-55.11516766,4.764351961,-55.6403111,5.718252413,20.05056946
SUR,1,10,-55.11516766,4.764351961,-55.2434802,5.756611104,109.122764
SUR,1,50,-55.11516766,4.764351961,-55.6895889,3.819824559,18.77438601
SUR,1,51,-55.11516766,4.764351961,-55.78286368,4.333229101,1.995842978
SUR,1,52,-55.11516766,4.764351961,-56.60342987,2.799104309,2.104976829
SUR,1,53,-55.11516766,4.764351961,-56.32728966,4.460361719,1.135779572
SUR,1,54,-55.11516766,4.764351961,-57.23288315,4.396043205,1.974871238
SUR,1,55,-55.11516766,4.764351961,-54.95071079,3.433242358,16.50778208
SUR,2,1,-54.90005335,5.751249287,-55.11516766,4.764351961,56.45550013
SUR,2,3,-54.90005335,5.751249287,-56.27701182,5.649453536,34.24726407
SUR,2,4,-54.90005335,5.751249287,-54.37014547,5.627985271,24.56867017
SUR,2,5,-54.90005335,5.751249287,-56.89515141,5.613107356,44.44781514
SUR,2,6,-54.90005335,5.751249287,-55.3353104,5.348584574,27.35967088
SUR,2,7,-54.90005335,5.751249287,-55.18727624,5.851335681,302.9861658
SUR,2,8,-54.90005335,5.751249287,-55.6403111,5.718252413,22.76059373
SUR,2,10,-54.90005335,5.751249287,-55.2434802,5.756611104,129.2208283
SUR,2,50,-54.90005335,5.751249287,-55.6895889,3.819824559,17.77241244
SUR,2,51,-54.90005335,5.751249287,-55.78286368,4.333229101,1.916909046
SUR,2,52,-54.90005335,5.751249287,-56.60342987,2.799104309,2.003193808
SUR,2,53,-54.90005335,5.751249287,-56.32728966,4.460361719,1.121320209
SUR,2,54,-54.90005335,5.751249287,-57.23288315,4.396043205,1.983849235
SUR,2,55,-54.90005335,5.751249287,-54.95071079,3.433242358,15.63447089
SUR,3,1,-56.27701182,5.649453536,-55.11516766,4.764351961,50.80592643
SUR,3,2,-56.27701182,5.649453536,-54.90005335,5.751249287,31.23074153
SUR,3,4,-56.27701182,5.649453536,-54.37014547,5.627985271,19.51568293
SUR,3,5,-56.27701182,5.649453536,-56.89515141,5.613107356,51.41331291
SUR,3,6,-56.27701182,5.649453536,-55.3353104,5.348584574,24.81072387
SUR,3,7,-56.27701182,5.649453536,-55.18727624,5.851335681,259.8305468
