ISO,NODEJ,NODEI,LONFR,LATFR,LONTO,LATTO,PrdMIG
COL,5,8,-74.90317642,10.71712163,-75.59169707,6.910416654,15858.24455
COL,5,11,-74.21445368,4.288579028,-75.59169707,6.910416654,46512.66997
COL,5,13,-74.51445709,8.712907318,-75.59169707,6.910416654,13569.72965
COL,5,15,-73.12176349,5.759532067,-75.59169707,6.910416654,10051.237
COL,5,17,-75.33899896,5.33202804,-75.59169707,6.910416654,11760.01841
COL,5,18,-73.98605939,0.77600732,-75.59169707,6.910416654,4930.790228
COL,5,19,-76.85724843,2.3862401,-75.59169707,6.910416654,6654.076624
COL,5,20,-73.53626458,9.518462084,-75.59169707,6.910416654,8325.824928
COL,5,23,-75.79959845,8.350557368,-75.59169707,6.910416654,10409.33059
COL,5,25,-74.11930152,4.799121174,-75.59169707,6.910416654,10141.39804
COL,5,27,-76.97111851,5.98735733,-75.59169707,6.910416654,8418.992785
COL,5,41,-75.63988671,2.539039073,-75.59169707,6.910416654,7246.46669
COL,5,44,-72.45516693,11.45658717,-75.59169707,6.910416654,5758.838897
COL,5,47,-74.26465251,10.18911826,-75.59169707,6.910416654,7978.097243
COL,5,50,-72.96614806,3.318787144,-75.59169707,6.910416654,6809.252742
COL,5,52,-77.86738824,1.562547511,-75.59169707,6.910416654,5283.776788
COL,5,54,-72.88932802,8.077473169,-75.59169707,6.910416654,10125.96061
COL,5,63,-75.69018239,4.478233628,-75.59169707,6.910416654,8691.234084
COL,5,66,-75.92144947,5.068082026,-75.59169707,6.910416654,10019.47904
COL,5,68,-73.51501539,6.675394056,-75.59169707,6.910416654,10312.97509
COL,5,70,-75.12276568,9.062981553,-75.59169707,6.910416654,8172.669943
COL,5,73,-75.26617093,4.044151881,-75.59169707,6.910416654,7677.806354
COL,5,76,-76.53174509,3.868855493,-75.59169707,6.910416654,18364.64507
COL,5,81,-70.95462034,6.547832809,-75.59169707,6.910416654,5141.709629
COL,5,85,-71.62288965,5.368557705,-75.59169707,6.910416654,5513.90832
COL,5,86,-75.87767513,0.451259693,-75.59169707,6.910416654,3662.297736
COL,5,88,-81.52318463,12.95185787,-75.59169707,6.910416654,2715.062471
COL,5,91,-71.49178606,-1.554385967,-75.59169707,6.910416654,2414.625218
COL,5,94,-69.58428295,1.790551847,-75.59169707,6.910416654,2786.257393
COL,5,95,-72.1267888,1.897604879,-75.59169707,6.910416654,3793.403005
COL,5,99,-69.41520233,4.680443017,-75.59169707,6.910416654,3260.764479
