ISO,NODEI,NODEJ,LONFR,LATFR,LONTO,LATTO,PrdMIG
SAU,1,2,42.99428168,19.27180846,41.4150159,20.1059202,525.7509483
SAU,1,3,42.99428168,19.27180846,42.04026626,29.89600503,72.78905395
SAU,1,4,42.99428168,19.27180846,38.74682674,29.67311173,44.18892237
SAU,1,5,42.99428168,19.27180846,39.51715021,24.88952571,243.0273563
SAU,1,6,42.99428168,19.27180846,43.21932935,25.94616283,167.6776934
SAU,1,7,42.99428168,19.27180846,45.55003873,23.06852777,1635.913017
SAU,1,8,42.99428168,19.27180846,50.11747043,22.91057392,422.180455
SAU,1,9,42.99428168,19.27180846,41.60781468,27.3490182,77.27364109
SAU,1,10,42.99428168,19.27180846,42.6032011,17.3492682,745.3128888
SAU,1,11,42.99428168,19.27180846,41.2082227,21.62630844,3990.672856
SAU,1,12,42.99428168,19.27180846,45.82639064,18.28398991,182.5017037
SAU,1,13,42.99428168,19.27180846,37.29483957,27.38703773,110.6709981
SAU,2,1,41.4150159,20.1059202,42.99428168,19.27180846,634.411588
SAU,2,3,41.4150159,20.1059202,42.04026626,29.89600503,51.26164417
SAU,2,4,41.4150159,20.1059202,38.74682674,29.67311173,35.94767229
SAU,2,5,41.4150159,20.1059202,39.51715021,24.88952571,245.0071612
SAU,2,6,41.4150159,20.1059202,43.21932935,25.94616283,118.545009
SAU,2,7,41.4150159,20.1059202,45.55003873,23.06852777,848.4421081
SAU,2,8,41.4150159,20.1059202,50.11747043,22.91057392,271.1648853
SAU,2,9,41.4150159,20.1059202,41.60781468,27.3490182,43.18182593
SAU,2,10,41.4150159,20.1059202,42.6032011,17.3492682,312.3235912
SAU,2,11,41.4150159,20.1059202,41.2082227,21.62630844,4197.099947
SAU,2,12,41.4150159,20.1059202,45.82639064,18.28398991,86.03990693
SAU,2,13,41.4150159,20.1059202,37.29483957,27.38703773,58.42651764
SAU,3,1,42.04026626,29.89600503,42.99428168,19.27180846,125.7852211
SAU,3,2,42.04026626,29.89600503,41.4150159,20.1059202,73.46764939
SAU,3,4,42.04026626,29.89600503,38.74682674,29.67311173,93.3920014
SAU,3,5,42.04026626,29.89600503,39.51715021,24.88952571,206.6502675
SAU,3,6,42.04026626,29.89600503,43.21932935,25.94616283,232.7989804
SAU,3,7,42.04026626,29.89600503,45.55003873,23.06852777,383.540948
