ISO,NODEI,NODEJ,LONFR,LATFR,LONTO,LATTO,PrdMIG
ZWE,1,2,28.54811469,-20.14059179,31.06504467,-17.85932836,1491.624837
ZWE,1,3,28.54811469,-20.14059179,32.39751357,-19.06116231,443.9377733
ZWE,1,4,28.54811469,-20.14059179,31.18922011,-16.70151538,332.7646448
ZWE,1,5,28.54811469,-20.14059179,31.69415493,-17.98518496,417.1292762
ZWE,1,6,28.54811469,-20.14059179,29.70780252,-17.18075518,536.7233117
ZWE,1,7,28.54811469,-20.14059179,31.242475,-20.78316216,759.9144439
ZWE,1,8,28.54811469,-20.14059179,27.40164809,-18.82640468,1592.918856
ZWE,1,9,28.54811469,-20.14059179,28.98834876,-21.00786708,2078.190596
ZWE,1,10,28.54811469,-20.14059179,29.4658228,-18.98017653,1642.234538
ZWE,2,1,31.06504467,-17.85932836,28.54811469,-20.14059179,473.5480525
ZWE,2,3,31.06504467,-17.85932836,32.39751357,-19.06116231,2102.078745
ZWE,2,4,31.06504467,-17.85932836,31.18922011,-16.70151538,2976.934708
ZWE,2,5,31.06504467,-17.85932836,31.69415493,-17.98518496,6576.654926
ZWE,2,6,31.06504467,-17.85932836,29.70780252,-17.18075518,3118.85953
ZWE,2,7,31.06504467,-17.85932836,31.242475,-20.78316216,864.1346413
ZWE,2,8,31.06504467,-17.85932836,27.40164809,-18.82640468,475.0717045
ZWE,2,9,31.06504467,-17.85932836,28.98834876,-21.00786708,446.1117672
ZWE,2,10,31.06504467,-17.85932836,29.4658228,-18.98017653,2066.083229
ZWE,3,1,32.39751357,-19.06116231,28.54811469,-20.14059179,318.9483425
ZWE,3,2,32.39751357,-19.06116231,31.06504467,-17.85932836,4769.063332
ZWE,3,4,32.39751357,-19.06116231,31.18922011,-16.70151538,763.278491
ZWE,3,5,32.39751357,-19.06116231,31.69415493,-17.98518496,2482.173564
ZWE,3,6,32.39751357,-19.06116231,29.70780252,-17.18075518,602.3149979
ZWE,3,7,32.39751357,-19.06116231,31.242475,-20.78316216,2023.787541
ZWE,3,8,32.39751357,-19.06116231,27.40164809,-18.82640468,293.5647876
ZWE,3,9,32.39751357,-19.06116231,28.98834876,-21.00786708,353.996657
ZWE,3,10,32.39751357,-19.06116231,29.4658228,-18.98017653,845.2578968
ZWE,4,1,31.18922011,-16.70151538,28.54811469,-20.14059179,244.3864809
ZWE,4,2,31.18922011,-16.70151538,31.06504467,-17.85932836,6904.591882
ZWE,4,3,31.18922011,-16.70151538,32.39751357,-19.06116231,783.0828279
ZWE,4,5,31.18922011,-16.70151538,31.69415493,-17.98518496,2088.986179
ZWE,4,6,31.18922011,-16.70151538,29.70780252,-17.18075518,2142.451582
ZWE,4,7,31.18922011,-16.70151538,31.242475,-20.78316216,381.0410791
ZWE,4,8,31.18922011,-16.70151538,27.40164809,-18.82640468,281.6786536
ZWE,4,9,31.18922011,-16.70151538,28.98834876,-21.00786708,242.0508328
ZWE,4,10,31.18922011,-16.70151538,29.4658228,-18.98017653,711.7638248
ZWE,5,1,31.69415493,-17.98518496,28.54811469,-20.14059179,301.2747139
ZWE,5,2,31.69415493,-17.98518496,31.06504467,-17.85932836,14970.94518
ZWE,5,3,31.69415493,-17.98518496,32.39751357,-19.06116231,2505.088528
ZWE,5,4,31.69415493,-17.98518496,31.18922011,-16.70151538,2053.231559
ZWE,5,6,31.69415493,-17.98518496,29.70780252,-17.18075518,1826.423356
ZWE,5,7,31.69415493,-17.98518496,31.242475,-20.78316216,1002.707635
ZWE,5,8,31.69415493,-17.98518496,27.40164809,-18.82640468,301.6495833
ZWE,5,9,31.69415493,-17.98518496,28.98834876,-21.00786708,306.1265466
ZWE,5,10,31.69415493,-17.98518496,29.4658228,-18.98017653,1618.528232
ZWE,6,1,29.70780252,-17.18075518,28.54811469,-20.14059179,385.5842922
ZWE,6,2,29.70780252,-17.18075518,31.06504467,-17.85932836,7073.025301
ZWE,6,3,29.70780252,-17.18075518,32.39751357,-19.06116231,604.4743428
ZWE,6,4,29.70780252,-17.18075518,31.18922011,-16.70151538,2094.440684
ZWE,6,5,29.70780252,-17.18075518,31.69415493,-17.98518496,1815.90889
ZWE,6,7,29.70780252,-17.18075518,31.242475,-20.78316216,441.949024
ZWE,6,8,29.70780252,-17.18075518,27.40164809,-18.82640468,835.050333
ZWE,6,9,29.70780252,-17.18075518,28.98834876,-21.00786708,323.8007853
ZWE,6,10,29.70780252,-17.18075518,29.4658228,-18.98017653,2410.154492
ZWE,7,1,31.242475,-20.78316216,28.54811469,-20.14059179,547.3032153
ZWE,7,2,31.242475,-20.78316216,31.06504467,-17.85932836,1967.290814
ZWE,7,3,31.242475,-20.78316216,32.39751357,-19.06116231,2036.675593
ZWE,7,4,31.242475,-20.78316216,31.18922011,-16.70151538,373.6056478
ZWE,7,5,31.242475,-20.78316216,31.69415493,-17.98518496,999.61294
ZWE,7,6,31.242475,-20.78316216,29.70780252,-17.18075518,442.9397249
ZWE,7,8,31.242475,-20.78316216,27.40164809,-18.82640468,316.1477592
ZWE,7,9,31.242475,-20.78316216,28.98834876,-21.00786708,1318.200357
ZWE,7,10,31.242475,-20.78316216,29.4658228,-18.98017653,1520.199185
ZWE,8,1,27.40164809,-18.82640468,28.54811469,-20.14059179,1189.394624
ZWE,8,2,27.40164809,-18.82640468,31.06504467,-17.85932836,1121.208004
ZWE,8,3,27.40164809,-18.82640468,32.39751357,-19.06116231,306.1180355
ZWE,8,4,27.40164809,-18.82640468,31.18922011,-16.70151538,286.2184922
ZWE,8,5,27.40164809,-18.82640468,31.69415493,-17.98518496,311.6604438
