ISO,NODEI,NODEJ,LONFR,LATFR,LONTO,LATTO,PrdMIG
NPL,1,2,83.60261263,28.67086554,85.41280555,27.88272958,2814.821236
NPL,1,3,83.60261263,28.67086554,85.98992637,27.27527003,813.2541923
NPL,1,4,83.60261263,28.67086554,84.88563037,27.34962913,1224.215359
NPL,1,5,83.60261263,28.67086554,87.29410409,27.13454726,572.883201
NPL,1,6,83.60261263,28.67086554,87.85162946,27.17136208,360.4457656
NPL,1,7,83.60261263,28.67086554,86.65721789,27.18546799,549.4997026
NPL,1,8,83.60261263,28.67086554,80.57211635,29.42672004,271.6266586
NPL,1,9,83.60261263,28.67086554,81.14343476,29.26945043,500.0705274
NPL,1,10,83.60261263,28.67086554,81.73780279,28.57160086,765.6980315
NPL,1,11,83.60261263,28.67086554,82.42028349,29.49545228,448.9685583
NPL,1,12,83.60261263,28.67086554,82.5227978,28.31689537,1119.159224
NPL,1,13,83.60261263,28.67086554,84.35124906,28.31635687,1477.998431
NPL,1,14,83.60261263,28.67086554,83.43697343,27.74986646,2231.699311
NPL,2,1,85.41280555,27.88272958,83.60261263,28.67086554,1628.494076
NPL,2,3,85.41280555,27.88272958,85.98992637,27.27527003,9323.169806
NPL,2,4,85.41280555,27.88272958,84.88563037,27.34962913,10494.05578
NPL,2,5,85.41280555,27.88272958,87.29410409,27.13454726,3262.128741
NPL,2,6,85.41280555,27.88272958,87.85162946,27.17136208,1705.904635
NPL,2,7,85.41280555,27.88272958,86.65721789,27.18546799,4416.412614
NPL,2,8,85.41280555,27.88272958,80.57211635,29.42672004,794.1677049
NPL,2,9,85.41280555,27.88272958,81.14343476,29.26945043,1384.94879
NPL,2,10,85.41280555,27.88272958,81.73780279,28.57160086,1605.294123
NPL,2,11,85.41280555,27.88272958,82.42028349,29.49545228,749.9320729
NPL,2,12,85.41280555,27.88272958,82.5227978,28.31689537,1556.364047
NPL,2,13,85.41280555,27.88272958,84.35124906,28.31635687,4141.864398
NPL,2,14,85.41280555,27.88272958,83.43697343,27.74986646,4179.993878
NPL,3,1,85.98992637,27.27527003,83.60261263,28.67086554,774.2599953
NPL,3,2,85.98992637,27.27527003,85.41280555,27.88272958,15316.02017
NPL,3,4,85.98992637,27.27527003,84.88563037,27.34962913,5443.229147
NPL,3,5,85.98992637,27.27527003,87.29410409,27.13454726,3588.480756
NPL,3,6,85.98992637,27.27527003,87.85162946,27.17136208,1600.090631
NPL,3,7,85.98992637,27.27527003,86.65721789,27.18546799,5567.897555
NPL,3,8,85.98992637,27.27527003,80.57211635,29.42672004,415.2739383
NPL,3,9,85.98992637,27.27527003,81.14343476,29.26945043,793.4611377
NPL,3,10,85.98992637,27.27527003,81.73780279,28.57160086,1019.477611
