ISO,NODEJ,NODEI,LONFR,LATFR,LONTO,LATTO,PrdMIG
KHM,1,2,103.1016575,12.97918303,103.0151575,13.70464757,782.654847
KHM,1,3,105.5926844,12.02653567,103.0151575,13.70464757,268.4818585
KHM,1,4,104.5592427,12.16623711,103.0151575,13.70464757,218.0254093
KHM,1,5,104.2979149,11.54096156,103.0151575,13.70464757,207.9863335
KHM,1,6,105.0490707,12.82231821,103.0151575,13.70464757,228.5161817
KHM,1,7,104.3098447,10.79464014,103.0151575,13.70464757,178.4326876
KHM,1,8,105.0043777,11.4357777,103.0151575,13.70464757,233.0435994
KHM,1,9,103.4677172,11.46480385,103.0151575,13.70464757,182.7596536
KHM,1,10,106.169559,12.62832834,103.0151575,13.70464757,159.1737696
KHM,1,11,106.9910182,12.76586865,103.0151575,13.70464757,136.5523288
KHM,1,12,104.8688459,11.55330993,103.0151575,13.70464757,288.2337569
KHM,1,13,105.0079487,13.79796007,103.0151575,13.70464757,215.9057211
KHM,1,14,105.4244116,11.39621873,103.0151575,13.70464757,200.6543328
KHM,1,15,103.6362984,12.36519369,103.0151575,13.70464757,325.8357507
KHM,1,16,107.0872507,13.79353731,103.0151575,13.70464757,142.3054373
KHM,1,17,104.0302714,13.53166861,103.0151575,13.70464757,581.8509878
KHM,1,18,103.755164,10.68523169,103.0151575,13.70464757,158.1505588
KHM,1,19,106.1768497,13.80339418,103.0151575,13.70464757,151.1802671
KHM,1,20,105.8611367,11.15691815,103.0151575,13.70464757,163.6178169
KHM,1,21,104.8161313,10.94001301,103.0151575,13.70464757,193.925499
KHM,1,22,103.7027604,14.19550713,103.0151575,13.70464757,515.3322732
KHM,1,23,104.3439507,10.52301676,103.0151575,13.70464757,143.2235318
KHM,1,24,102.6333357,12.87839082,103.0151575,13.70464757,463.7329046
KHM,2,1,103.0151575,13.70464757,103.1016575,12.97918303,1003.080641
KHM,2,3,105.5926844,12.02653567,103.1016575,12.97918303,419.8471297
KHM,2,4,104.5592427,12.16623711,103.1016575,12.97918303,428.2787043
KHM,2,5,104.2979149,11.54096156,103.1016575,12.97918303,404.8168987
KHM,2,6,105.0490707,12.82231821,103.1016575,12.97918303,381.0392369
KHM,2,7,104.3098447,10.79464014,103.1016575,12.97918303,293.7894146
KHM,2,8,105.0043777,11.4357777,103.1016575,12.97918303,384.0350949
KHM,2,9,103.4677172,11.46480385,103.1016575,12.97918303,403.9084343
KHM,2,10,106.169559,12.62832834,103.1016575,12.97918303,237.1933962
KHM,2,11,106.9910182,12.76586865,103.1016575,12.97918303,202.9806917
KHM,2,12,104.8688459,11.55330993,103.1016575,12.97918303,494.5140796
KHM,2,13,105.0079487,13.79796007,103.1016575,12.97918303,300.2590385
KHM,2,14,105.4244116,11.39621873,103.1016575,12.97918303,310.9748303
KHM,2,15,103.6362984,12.36519369,103.1016575,12.97918303,841.3931735
KHM,2,16,107.0872507,13.79353731,103.1016575,12.97918303,207.3722704
KHM,2,17,104.0302714,13.53166861,103.1016575,12.97918303,806.7753151
KHM,2,18,103.755164,10.68523169,103.1016575,12.97918303,267.7223006
KHM,2,19,106.1768497,13.80339418,103.1016575,12.97918303,219.7961839
KHM,2,20,105.8611367,11.15691815,103.1016575,12.97918303,246.9932415
KHM,2,21,104.8161313,10.94001301,103.1016575,12.97918303,308.5073172
KHM,2,22,103.7027604,14.19550713,103.1016575,12.97918303,477.0648526
KHM,2,23,104.3439507,10.52301676,103.1016575,12.97918303,225.4375212
KHM,2,24,102.6333357,12.87839082,103.1016575,12.97918303,1013.892155
KHM,3,1,103.0151575,13.70464757,105.5926844,12.02653567,842.8771017
KHM,3,2,103.1016575,12.97918303,105.5926844,12.02653567,1028.508236
KHM,3,4,104.5592427,12.16623711,105.5926844,12.02653567,2184.470596
KHM,3,5,104.2979149,11.54096156,105.5926844,12.02653567,1776.249074
KHM,3,6,105.0490707,12.82231821,105.5926844,12.02653567,2455.871517
KHM,3,7,104.3098447,10.79464014,105.5926844,12.02653567,1277.199581
KHM,3,8,105.0043777,11.4357777,105.5926844,12.02653567,3508.168428
