region_schema	region_parent	region_child	pop_2020	no_exc
br_city	br-ce	barbalha	64382	True
br_city	br-ce	barreira	22509	True
br_city	br-ce	barro	23191	True
br_city	br-ce	barroquinha	13776	True
br_city	br-ce	baturité	37459	True
br_city	br-ce	beberibe	56039	True
br_city	br-ce	bela cruz	33511	True
br_city	br-ce	boa viagem	54607	True
br_city	br-ce	brejo santo	52635	True
br_city	br-ce	camocim	65088	True
br_city	br-ce	campos sales	27632	True
br_city	br-ce	canindé	79708	True
br_city	br-ce	capistrano	18245	True
br_city	br-ce	caridade	25866	True
br_city	br-ce	caririaçu	27419	True
br_city	br-ce	cariré	18782	True
br_city	br-ce	cariús	18486	True
br_city	br-ce	carnaubal	17812	True
br_city	br-ce	cascavel	77070	True
br_city	br-ce	catarina	22456	True
br_city	br-ce	catunda	10567	True
br_city	br-ce	caucaia	409461	True
br_city	br-ce	cedro	25138	True
br_city	br-ce	chaval	12584	True
br_city	br-ce	chorozinho	19066	True
br_city	br-ce	choró	13668	True
br_city	br-ce	coreaú	24065	True
br_city	br-ce	crateús	74936	True
br_city	br-ce	crato	140512	True
br_city	br-ce	croatá	18847	True
br_city	br-ce	cruz	26189	True
br_city	br-ce	deputado irapuan pinheiro	9872	True
br_city	br-ce	ererê	7201	True
br_city	br-ce	eusébio	66750	True
br_city	br-ce	farias brito	17612	True
br_city	br-ce	forquilha	27064	True
br_city	br-ce	fortaleza	2775904	True
br_city	br-ce	fortim	18053	True
br_city	br-ce	frecheirinha	14137	True
br_city	br-ce	general sampaio	7952	True
br_city	br-ce	granja	57443	True
br_city	br-ce	granjeiro	3814	True
br_city	br-ce	graça	15550	True
br_city	br-ce	groaíras	11739	True
br_city	br-ce	guaiúba	28653	True
br_city	br-ce	guaraciaba do norte	40523	True
br_city	br-ce	guaramiranga	3130	True
br_city	br-ce	hidrolândia	20903	True
br_city	br-ce	horizonte	90472	True
br_city	br-ce	ibaretama	13244	True
br_city	br-ce	ibiapina	24857	True
br_city	br-ce	ibicuitinga	13451	True
br_city	br-ce	icapuí	21758	True
br_city	br-ce	icó	69172	True
br_city	br-ce	iguatu	108306	True
br_city	br-ce	independência	25854	True
br_city	br-ce	ipaporanga	11327	True
br_city	br-ce	ipaumirim	12906	True
br_city	br-ce	ipu	41768	True
br_city	br-ce	ipueiras	37169	True
br_city	br-ce	iracema	14398	True
br_city	br-ce	irauçuba	26070	True
br_city	br-ce	itaitinga	42820	True
br_city	br-ce	itaiçaba	8379	True
br_city	br-ce	itapagé	56862	True
br_city	br-ce	itapipoca	144842	True
br_city	br-ce	itapiúna	21495	True
br_city	br-ce	itarema	45385	True
br_city	br-ce	itatira	22951	True
br_city	br-ce	jaguaretama	17833	True
br_city	br-ce	jaguaribara	12260	True
br_city	br-ce	jaguaribe	33788	True
br_city	br-ce	jaguaruana	34972	True
br_city	br-ce	jardim	24332	True
br_city	br-ce	jati	6875	True
br_city	br-ce	jijoca de jericoacoara	22626	True
br_city	br-ce	juazeiro do norte	293931	True
br_city	br-ce	jucás	25210	True
br_city	br-ce	lavras da mangabeira	30931	True
br_city	br-ce	limoeiro do norte	64508	True
br_city	br-ce	madalena	22047	True
br_city	br-ce	maracanaú	250494	True
br_city	br-ce	maranguape	146278	True
br_city	br-ce	marco	29465	True
br_city	br-ce	martinópole	11889	True
br_city	br-ce	massapê	42036	True
br_city	br-ce	mauriti	45880	True
br_city	br-ce	meruoca	16451	True
br_city	br-ce	milagres	29661	True
br_city	br-ce	milhã	13034	True
br_city	br-ce	miraíma	12311	True
br_city	br-ce	missão velha	36371	True
br_city	br-ce	mombaça	44927	True
br_city	br-ce	monsenhor tabosa	17228	True
br_city	br-ce	morada nova	59126	True
br_city	br-ce	moraújo	9198	True
br_city	br-ce	morrinhos	23970	True
br_city	br-ce	mucambo	14369	True
br_city	br-ce	mulungu	14152	True
br_city	br-ce	nova olinda	16656	True
br_city	br-ce	nova russas	33338	True
br_city	br-ce	novo oriente	28731	True
br_city	br-ce	ocara	27157	True
br_city	br-ce	orós	20646	True
br_city	br-ce	pacajus	86944	True
br_city	br-ce	pacatuba	97472	True
br_city	br-ce	pacoti	12552	True
br_city	br-ce	pacujá	6312	True
br_city	br-ce	palhano	9598	True
br_city	br-ce	palmácia	14306	True
br_city	br-ce	paracuru	35494	True
br_city	br-ce	paraipaba	35494	True
br_city	br-ce	parambu	30142	True
br_city	br-ce	paramoti	11480	True
br_city	br-ce	pedra branca	43009	True
br_city	br-ce	penaforte	10921	True
br_city	br-ce	pentecoste	37522	True
br_city	br-ce	pereiro	16597	True
br_city	br-ce	pindoretama	21977	True
br_city	br-ce	piquet carneiro	18240	True
br_city	br-ce	pires ferreira	11939	True
br_city	br-ce	poranga	12314	True
br_city	br-ce	porteiras	14527	True
br_city	br-ce	potengi	11589	True
br_city	br-ce	potiretama	6483	True
br_city	br-ce	quiterianópolis	21659	True
br_city	br-ce	quixadá	93480	True
br_city	br-ce	quixelô	14488	True
br_city	br-ce	quixeramobim	87491	True
br_city	br-ce	quixeré	22397	True
br_city	br-ce	redenção	28111	True
br_city	br-ce	reriutaba	17759	True
br_city	br-ce	russas	84995	True
br_city	br-ce	saboeiro	15348	True
br_city	br-ce	salitre	17436	True
br_city	br-ce	santa quitéria	43083	True
br_city	br-ce	santana do acaraú	34101	True
br_city	br-ce	santana do cariri	17279	True
br_city	br-ce	senador pompeu	25836	True
br_city	br-ce	senador sá	8611	True
br_city	br-ce	sobral	227651	True
br_city	br-ce	solonópole	18452	True
br_city	br-ce	são benedito	50376	True
br_city	br-ce	são gonçalo do amarante	53300	True
br_city	br-ce	são joão do jaguaribe	7182	True
br_city	br-ce	são luís do curu	12938	True
br_city	br-ce	tabuleiro do norte	31575	True
br_city	br-ce	tamboril	24450	True
br_city	br-ce	tarrafas	8717	True
br_city	br-ce	tauá	59201	True
br_city	br-ce	tejuçuoca	20824	True
br_city	br-ce	tianguá	82228	True
br_city	br-ce	trairi	57933	True
br_city	br-ce	tururu	16760	True
br_city	br-ce	ubajara	37302	True
br_city	br-ce	umari	7654	True
br_city	br-ce	umirim	21641	True
br_city	br-ce	uruburetama	23797	True
br_city	br-ce	uruoca	14497	True
br_city	br-ce	varjota	18475	True
br_city	br-ce	viçosa do ceará	66215	True
br_city	br-ce	várzea alegre	42277	True
br_city	br-df	brasília	3225477	True
br_city	br-es	afonso cláudio	30227	True
br_city	br-es	alegre	29796	True
br_city	br-es	alfredo chaves	14271	True
br_city	br-es	alto rio novo	7707	True
br_city	br-es	anchieta	26282	True
br_city	br-es	apiacá	7411	True
br_city	br-es	aracruz	102640	True
br_city	br-es	atilio vivacqua	11754	True
br_city	br-es	baixo guandu	30011	True
br_city	br-es	barra de são francisco	43272	True
br_city	br-es	boa esperança	14837	True
br_city	br-es	bom jesus do norte	9065	True
br_city	br-es	brejetuba	12037	True
br_city	br-es	cachoeiro de itapemirim	206112	True
br_city	br-es	cariacica	381438	True
br_city	br-es	castelo	37164	True
br_city	br-es	colatina	121749	True
br_city	br-es	conceição da barra	31234	True
br_city	br-es	conceição do castelo	12584	True
br_city	br-es	divino de são lourenço	4152	True
br_city	br-es	domingos martins	32943	True
br_city	br-es	dores do rio preto	7207	True
br_city	br-es	ecoporanga	22388	True
br_city	br-es	fundão	21703	True
br_city	br-es	governador lindenberg	11860	True
br_city	br-es	guarapari	121550	True
br_city	br-es	guaçuí	30411	True
br_city	br-es	ibatiba	25946	True
br_city	br-es	ibiraçu	12766	True
br_city	br-es	ibitirama	8904	True
br_city	br-es	iconha	13670	True
br_city	br-es	irupi	13301	True
br_city	br-es	itaguaçu	13677	True
br_city	br-es	itapemirim	33221	True
br_city	br-es	itarana	10355	True
br_city	br-es	iúna	27650	True
br_city	br-es	jaguaré	31196	True
br_city	br-es	jerônimo monteiro	11653	True
br_city	br-es	joão neiva	15787	True
br_city	br-es	laranja da terra	10691	True
br_city	br-es	linhares	176926	True
br_city	br-es	mantenópolis	15095	True
br_city	br-es	marataízes	35793	True
br_city	br-es	marechal floriano	16712	True
br_city	br-es	marilândia	12427	True
br_city	br-es	mimoso do sul	25787	True
br_city	br-es	montanha	18436	True
br_city	br-es	mucurici	5572	True
br_city	br-es	muniz freire	17146	True
br_city	br-es	muqui	15018	True
br_city	br-es	nova venécia	49122	True
br_city	br-es	pancas	22454	True
br_city	br-es	pedro canário	24818	True
br_city	br-es	pinheiros	27033	True
br_city	br-es	piúma	16390	True
br_city	br-es	ponto belo	7666	True
br_city	br-es	presidente kennedy	11780	True
br_city	br-es	rio bananal	18881	True
br_city	br-es	rio novo do sul	11371	True
br_city	br-es	santa leopoldina	11912	True
br_city	br-es	santa maria de jetibá	40445	True
br_city	br-es	santa teresa	23264	True
br_city	br-es	serra	520678	True
br_city	br-es	sooretama	31136	True
br_city	br-es	são domingos do norte	9207	True
br_city	br-es	são gabriel da palha	37406	True
br_city	br-es	são josé do calçado	10571	True
br_city	br-es	são mateus	131583	True
br_city	br-es	são roque do canaã	12199	True
br_city	br-es	vargem alta	21066	True
br_city	br-es	venda nova do imigrante	25770	True
br_city	br-es	viana	73143	True
br_city	br-es	vila pavão	9140	True
br_city	br-es	vila valério	13584	True
br_city	br-es	vila velha	467659	True
br_city	br-es	vitória	357620	True
br_city	br-es	água doce do norte	11154	True
br_city	br-es	águia branca	9411	True
br_city	br-go	abadia de goiás	9583	True
br_city	br-go	abadiânia	21760	True
br_city	br-go	acreúna	22492	True
br_city	br-go	adelândia	2549	True
br_city	br-go	alexânia	28298	True
br_city	br-go	aloândia	1976	True
br_city	br-go	alto horizonte	7920	True
br_city	br-go	alto paraíso de goiás	7640	True
br_city	br-go	alvorada do norte	9986	True
br_city	br-go	amaralina	3645	True
br_city	br-go	americano do brasil	6154	True
br_city	br-go	amorinópolis	3137	True
br_city	br-go	anhanguera	1121	True
br_city	br-go	anicuns	21723	True
br_city	br-go	anápolis	388889	True
br_city	br-go	aparecida de goiânia	599313	True
br_city	br-go	aparecida do rio doce	2450	True
br_city	br-go	aporé	4305	True
br_city	br-go	aragarças	19253	True
br_city	br-go	aragoiânia	11192	True
br_city	br-go	araguapaz	7725	True
br_city	br-go	araçu	3530	True
br_city	br-go	arenópolis	2692	True
br_city	br-go	aruanã	11005	True
br_city	br-go	aurilândia	3138	True
br_city	br-go	avelinópolis	2344	True
br_city	br-go	baliza	5921	True
br_city	br-go	barro alto	12095	True
br_city	br-go	bela vista de goiás	31520	True
br_city	br-go	bom jardim de goiás	8635	True
br_city	br-go	bom jesus de goiás	24440	True
br_city	br-go	bonfinópolis	10604	True
br_city	br-go	bonópolis	4715	True
br_city	br-go	brazabrantes	3836	True
br_city	br-go	britânia	5799	True
br_city	br-go	buriti alegre	9420	True
br_city	br-go	buriti de goiás	2475	True
br_city	br-go	buritinópolis	3641	True
br_city	br-go	cabeceiras	7992	True
br_city	br-go	cachoeira alta	12955	True
br_city	br-go	cachoeira de goiás	1347	True
br_city	br-go	cachoeira dourada	7951	True
br_city	br-go	caiapônia	19029	True
br_city	br-go	caldas novas	99993	True
br_city	br-go	caldazinha	4100	True
br_city	br-go	campestre de goiás	3637	True
br_city	br-go	campinaçu	3631	True
br_city	br-go	campinorte	15243	True
br_city	br-go	campo alegre de goiás	8102	True
br_city	br-go	campo limpo de goiás	7352	True
br_city	br-go	campos belos	19889	True
br_city	br-go	campos verdes	3152	True
br_city	br-go	carmo do rio verde	9958	True
br_city	br-go	castelândia	3439	True
br_city	br-go	catalão	116648	True
br_city	br-go	caturaí	4812	True
br_city	br-go	cavalcante	9641	True
br_city	br-go	caçu	16646	True
br_city	br-go	ceres	21658	True
br_city	br-go	cezarina	8737	True
br_city	br-go	chapadão do céu	13011	True
br_city	br-go	cidade ocidental	75696	True
br_city	br-go	cocalzinho de goiás	20896	True
br_city	br-go	colinas do sul	3352	True
br_city	br-go	corumbaíba	10018	True
br_city	br-go	corumbá de goiás	11036	True
br_city	br-go	cristalina	63384	True
br_city	br-go	cristianópolis	2969	True
br_city	br-go	crixás	16981	True
br_city	br-go	cromínia	3455	True
br_city	br-go	cumari	2915	True
br_city	br-go	córrego do ouro	2304	True
br_city	br-go	damianópolis	3299	True
br_city	br-go	damolândia	2889	True
br_city	br-go	davinópolis	2009	True
br_city	br-go	diorama	2433	True
br_city	br-go	divinópolis de goiás	4639	True
br_city	br-go	doverlândia	7474	True
br_city	br-go	edealina	3698	True
br_city	br-go	edéia	12428	True
br_city	br-go	estrela do norte	3246	True
br_city	br-go	faina	6351	True
br_city	br-go	fazenda nova	5725	True
br_city	br-go	firminópolis	13054	True
br_city	br-go	flores de goiás	19217	True
br_city	br-go	formosa	127248	True
br_city	br-go	formoso	4266	True
br_city	br-go	gameleira de goiás	10966	True
br_city	br-go	goiandira	5588	True
br_city	br-go	goianira	49720	True
br_city	br-go	goianápolis	10093	True
br_city	br-go	goianésia	72291	True
br_city	br-go	goiatuba	33917	True
br_city	br-go	goiás	22538	True
br_city	br-go	goiânia	1591131	True
br_city	br-go	gouvelândia	6086	True
br_city	br-go	guapó	14138	True
br_city	br-go	guarani de goiás	4076	True
br_city	br-go	guaraíta	2025	True
br_city	br-go	guarinos	1861	True
br_city	br-go	heitoraí	3728	True
br_city	br-go	hidrolina	3575	True
br_city	br-go	hidrolândia	24086	True
br_city	br-go	iaciara	13980	True
br_city	br-go	inaciolândia	6208	True
br_city	br-go	indiara	15839	True
br_city	br-go	inhumas	53332	True
br_city	br-go	ipameri	26883	True
br_city	br-go	ipiranga de goiás	3008	True
br_city	br-go	iporá	31260	True
br_city	br-go	israelândia	2784	True
br_city	br-go	itaberaí	44944	True
br_city	br-go	itaguari	4643	True
br_city	br-go	itaguaru	5207	True
br_city	br-go	itajá	4918	True
br_city	br-go	itapaci	24427	True
br_city	br-go	itapirapuã	5666	True
br_city	br-go	itapuranga	25690	True
br_city	br-go	itarumã	7290	True
br_city	br-go	itauçu	8814	True
br_city	br-go	itumbiara	106299	True
br_city	br-go	ivolândia	2393	True
br_city	br-go	jandaia	6017	True
br_city	br-go	jaraguá	52602	True
br_city	br-go	jataí	102650	True
br_city	br-go	jaupaci	2764	True
br_city	br-go	jesúpolis	2522	True
br_city	br-go	joviânia	7423	True
br_city	br-go	jussara	18193	True
br_city	br-go	lagoa santa	1109	True
br_city	br-go	leopoldo de bulhões	9475	True
br_city	br-go	luziânia	216364	True
br_city	br-go	mairipotaba	2309	True
br_city	br-go	mambaí	9125	True
br_city	br-go	mara rosa	7236	True
br_city	br-go	marzagão	2258	True
br_city	br-go	matrinchã	4299	True
br_city	br-go	maurilândia	14784	True
br_city	br-go	mimoso de goiás	2563	True
br_city	br-go	minaçu	28841	True
br_city	br-go	mineiros	71989	True
br_city	br-go	moiporá	1530	True
br_city	br-go	monte alegre de goiás	8699	True
br_city	br-go	montes claros de goiás	7980	True
br_city	br-go	montividiu	14472	True
br_city	br-go	montividiu do norte	4481	True
br_city	br-go	morrinhos	46435	True
br_city	br-go	morro agudo de goiás	2233	True
br_city	br-go	mossâmedes	4307	True
br_city	br-go	mozarlândia	16052	True
br_city	br-go	mundo novo	5192	True
br_city	br-go	mutunópolis	3648	True
br_city	br-go	nazário	9507	True
br_city	br-go	nerópolis	31581	True
br_city	br-go	niquelândia	46560	True
br_city	br-go	nova américa	2343	True
br_city	br-go	nova aurora	2209	True
br_city	br-go	nova crixás	12794	True
br_city	br-go	nova glória	8165	True
br_city	br-go	nova iguaçu de goiás	2902	True
br_city	br-go	nova roma	3225	True
br_city	br-go	nova veneza	10245	True
br_city	br-go	novo brasil	2973	True
br_city	br-go	novo gama	108247	True
br_city	br-go	novo planalto	4532	True
br_city	br-go	orizona	15607	True
br_city	br-go	ouro verde de goiás	3744	True
br_city	br-go	ouvidor	6958	True
br_city	br-go	padre bernardo	34536	True
br_city	br-go	palestina de goiás	3447	True
br_city	br-go	palmeiras de goiás	30501	True
br_city	br-go	palmelo	1957	True
br_city	br-go	palminópolis	3584	True
br_city	br-go	panamá	2575	True
br_city	br-go	paranaiguara	9471	True
br_city	br-go	paraúna	10986	True
br_city	br-go	perolândia	3117	True
br_city	br-go	petrolina de goiás	10164	True
br_city	br-go	pilar de goiás	2272	True
br_city	br-go	piracanjuba	24364	True
br_city	br-go	piranhas	10344	True
br_city	br-go	pirenópolis	25431	True
br_city	br-go	pires do rio	31519	True
br_city	br-go	planaltina	89838	True
br_city	br-go	pontalina	17652	True
br_city	br-go	porangatu	45287	True
br_city	br-go	porteirão	3967	True
br_city	br-go	portelândia	3999	True
br_city	br-go	posse	37939	True
br_city	br-go	professor jamil	3225	True
br_city	br-go	quirinópolis	51140	True
br_city	br-go	rialma	11367	True
br_city	br-go	rianápolis	4499	True
br_city	br-go	rio quente	5226	True
br_city	br-go	rio verde	267026	True
br_city	br-go	rubiataba	19686	True
br_city	br-go	sanclerlândia	7595	True
br_city	br-go	santa bárbara de goiás	6658	True
br_city	br-go	santa cruz de goiás	3280	True
br_city	br-go	santa fé de goiás	5572	True
br_city	br-go	santa helena de goiás	38499	True
br_city	br-go	santa isabel	3597	True
br_city	br-go	santa rita do araguaia	13437	True
br_city	br-go	santa rita do novo destino	3301	True
br_city	br-go	santa rosa de goiás	2408	True
br_city	br-go	santa tereza de goiás	3412	True
br_city	br-go	santa terezinha de goiás	8776	True
br_city	br-go	santo antônio da barra	4825	True
br_city	br-go	santo antônio de goiás	7114	True
br_city	br-go	santo antônio do descoberto	78510	True
br_city	br-go	senador canedo	120047	True
br_city	br-go	serranópolis	8681	True
br_city	br-go	silvânia	20366	True
br_city	br-go	simolândia	5857	True
br_city	br-go	são domingos	13235	True
br_city	br-go	são francisco de goiás	5775	True
br_city	br-go	são joão d'aliança	15630	True
br_city	br-go	são joão da paraúna	1867	True
br_city	br-go	são luís de montes belos	34208	True
br_city	br-go	são luíz do norte	5214	True
br_city	br-go	são miguel do araguaia	21761	True
br_city	br-go	são miguel do passa quatro	4039	True
br_city	br-go	são patrício	2116	True
br_city	br-go	são simão	22245	True
br_city	br-go	sítio d'abadia	3043	True
br_city	br-go	taquaral de goiás	3501	True
br_city	br-go	teresina de goiás	3472	True
br_city	br-go	terezópolis de goiás	8102	True
br_city	br-go	trindade	137178	True
br_city	br-go	trombas	3464	True
br_city	br-go	três ranchos	2804	True
br_city	br-go	turvelândia	5467	True
br_city	br-go	turvânia	4557	True
br_city	br-go	uirapuru	2832	True
br_city	br-go	uruana	13902	True
br_city	br-go	uruaçu	40714	True
br_city	br-go	urutaí	3031	True
br_city	br-go	valparaíso de goiás	188419	True
br_city	br-go	varjão	3806	True
br_city	br-go	vianópolis	13935	True
br_city	br-go	vicentinópolis	9022	True
br_city	br-go	vila boa	6847	True
br_city	br-go	vila propício	5918	True
br_city	br-go	água fria de goiás	5793	True
br_city	br-go	água limpa	1833	True
br_city	br-go	águas lindas de goiás	239912	True
br_city	br-ma	afonso cunha	7128	True
br_city	br-ma	alcântara	22417	True
br_city	br-ma	aldeias altas	30250	True
br_city	br-ma	altamira do maranhão	8848	True
br_city	br-ma	alto alegre do maranhão	30078	True
br_city	br-ma	alto alegre do pindaré	31057	True
br_city	br-ma	alto parnaíba	11386	True
br_city	br-ma	amapá do maranhão	7356	True
br_city	br-ma	amarante do maranhão	52035	True
br_city	br-ma	anajatuba	27922	True
br_city	br-ma	anapurus	18252	True
br_city	br-ma	apicum-açu	19982	True
br_city	br-ma	araguanã	18330	True
br_city	br-ma	araioses	52872	True
br_city	br-ma	arame	28914	True
br_city	br-ma	arari	30754	True
br_city	br-ma	axixá	12734	True
br_city	br-ma	açailândia	122613	True
br_city	br-ma	bacabal	110381	True
br_city	br-ma	bacabeira	21776	True
br_city	br-ma	bacuri	17745	True
br_city	br-ma	bacurituba	5985	True
br_city	br-ma	balsas	115934	True
br_city	br-ma	barra do corda	95709	True
br_city	br-ma	barreirinhas	75081	True
br_city	br-ma	barão de grajaú	19746	True
br_city	br-ma	bela vista do maranhão	11935	True
br_city	br-ma	belágua	8072	True
br_city	br-ma	benedito leite	5527	True
br_city	br-ma	bequimão	20700	True
br_city	br-ma	bernardo do mearim	7020	True
br_city	br-ma	boa vista do gurupi	10798	True
br_city	br-ma	bom jardim	45865	True
br_city	br-ma	bom jesus das selvas	49683	True
br_city	br-ma	bom lugar	18995	True
br_city	br-ma	brejo	40579	True
br_city	br-ma	brejo de areia	5583	True
br_city	br-ma	buriti	30254	True
br_city	br-ma	buriti bravo	24506	True
br_city	br-ma	buriticupu	83457	True
br_city	br-ma	buritirana	15782	True
br_city	br-ma	cachoeira grande	10841	True
br_city	br-ma	cajapió	11584	True
br_city	br-ma	cajari	18680	True
br_city	br-ma	campestre do maranhão	15672	True
br_city	br-ma	cantanhede	23637	True
br_city	br-ma	capinzal do norte	11260	True
br_city	br-ma	carolina	24535	True
br_city	br-ma	carutapera	25779	True
br_city	br-ma	caxias	172979	True
br_city	br-ma	cedral	9734	True
br_city	br-ma	central do maranhão	9620	True
br_city	br-ma	centro do guilherme	25532	True
br_city	br-ma	centro novo do maranhão	21889	True
br_city	br-ma	chapadinha	88137	True
br_city	br-ma	cidelândia	15930	True
br_city	br-ma	codó	126048	True
br_city	br-ma	coelho neto	51764	True
br_city	br-ma	colinas	44285	True
br_city	br-ma	conceição do lago-açu	19230	True
br_city	br-ma	coroatá	68234	True
br_city	br-ma	cururupu	30322	True
br_city	br-ma	cândido mendes	20432	True
br_city	br-ma	davinópolis	13799	True
br_city	br-ma	dom pedro	23666	True
br_city	br-ma	duque bacelar	12134	True
br_city	br-ma	esperantinópolis	16593	True
br_city	br-ma	estreito	55675	True
br_city	br-ma	feira nova do maranhão	8915	True
br_city	br-ma	fernando falcão	12767	True
br_city	br-ma	formosa da serra negra	22924	True
br_city	br-ma	fortaleza dos nogueiras	11983	True
br_city	br-ma	fortuna	15525	True
br_city	br-ma	godofredo viana	15953	True
br_city	br-ma	gonçalves dias	17833	True
br_city	br-ma	governador archer	11147	True
br_city	br-ma	governador edison lobão	22993	True
br_city	br-ma	governador eugênio barros	18081	True
br_city	br-ma	governador luiz rocha	6399	True
br_city	br-ma	governador newton bello	12445	True
br_city	br-ma	governador nunes freire	24946	True
br_city	br-ma	grajaú	81208	True
br_city	br-ma	graça aranha	6596	True
br_city	br-ma	guimarães	11573	True
br_city	br-ma	humberto de campos	31893	True
br_city	br-ma	icatu	29489	True
br_city	br-ma	igarapé do meio	17374	True
br_city	br-ma	igarapé grande	12632	True
br_city	br-ma	imperatriz	264513	True
br_city	br-ma	itaipava do grajaú	13029	True
br_city	br-ma	itapecuru mirim	89666	True
br_city	br-ma	itinga do maranhão	26936	True
br_city	br-ma	jatobá	9918	True
br_city	br-ma	jenipapo dos vieiras	23168	True
br_city	br-ma	joselândia	15791	True
br_city	br-ma	joão lisboa	16630	True
br_city	br-ma	junco do maranhão	2868	True
br_city	br-ma	lago da pedra	55057	True
br_city	br-ma	lago do junco	11513	True
br_city	br-ma	lago dos rodrigues	7702	True
br_city	br-ma	lago verde	18218	True
br_city	br-ma	lagoa do mato	11538	True
br_city	br-ma	lagoa grande do maranhão	12542	True
br_city	br-ma	lajeado novo	8322	True
br_city	br-ma	lima campos	12047	True
br_city	br-ma	loreto	13396	True
br_city	br-ma	luís domingues	7379	True
br_city	br-ma	magalhães de almeida	23649	True
br_city	br-ma	maracaçumé	24791	True
br_city	br-ma	marajá do sena	7884	True
br_city	br-ma	maranhãozinho	22654	True
br_city	br-ma	mata roma	19708	True
br_city	br-ma	matinha	24934	True
br_city	br-ma	matões	34984	True
br_city	br-ma	matões do norte	21830	True
br_city	br-ma	milagres do maranhão	12632	True
br_city	br-ma	mirador	21068	True
br_city	br-ma	miranda do norte	40502	True
br_city	br-ma	mirinzal	15604	True
br_city	br-ma	montes altos	8262	True
br_city	br-ma	monção	38767	True
br_city	br-ma	morros	21692	True
br_city	br-ma	nina rodrigues	18394	True
br_city	br-ma	nova colinas	6108	True
br_city	br-ma	nova iorque	4625	True
br_city	br-ma	nova olinda do maranhão	24657	True
br_city	br-ma	olho d'água das cunhãs	23861	True
br_city	br-ma	olinda nova do maranhão	17031	True
br_city	br-ma	palmeirândia	21233	True
br_city	br-ma	paraibano	22593	True
br_city	br-ma	parnarama	38037	True
br_city	br-ma	passagem franca	20835	True
br_city	br-ma	pastos bons	22358	True
br_city	br-ma	paulino neves	18867	True
br_city	br-ma	paulo ramos	21051	True
br_city	br-ma	paço do lumiar	142920	True
br_city	br-ma	pedreiras	39044	True
br_city	br-ma	pedro do rosário	28885	True
br_city	br-ma	penalva	40707	True
br_city	br-ma	peri mirim	14721	True
br_city	br-ma	peritoró	23899	True
br_city	br-ma	pindaré-mirim	35338	True
br_city	br-ma	pinheiro	88857	True
br_city	br-ma	pio xii	17063	True
br_city	br-ma	pirapemas	20062	True
br_city	br-ma	porto franco	27467	True
br_city	br-ma	porto rico do maranhão	6043	True
br_city	br-ma	poção de pedras	14585	True
br_city	br-ma	presidente dutra	51048	True
br_city	br-ma	presidente juscelino	11398	True
br_city	br-ma	presidente médici	7776	True
br_city	br-ma	presidente sarney	21185	True
br_city	br-ma	presidente vargas	10974	True
br_city	br-ma	primeira cruz	18131	True
br_city	br-ma	raposa	36165	True
br_city	br-ma	riachão	19391	True
br_city	br-ma	ribamar fiquene	8536	True
br_city	br-ma	rosário	46774	True
br_city	br-ma	sambaíba	5763	True
br_city	br-ma	santa filomena do maranhão	7942	True
br_city	br-ma	santa helena	51769	True
br_city	br-ma	santa inês	95429	True
br_city	br-ma	santa luzia	74634	True
br_city	br-ma	santa luzia do paruá	28238	True
br_city	br-ma	santa quitéria do maranhão	30514	True
br_city	br-ma	santa rita	41229	True
br_city	br-ma	santana do maranhão	12364	True
br_city	br-ma	santo amaro do maranhão	19774	True
br_city	br-ma	santo antônio dos lopes	13271	True
br_city	br-ma	satubinha	12981	True
br_city	br-ma	senador alexandre costa	12454	True
br_city	br-ma	senador la rocque	20516	True
br_city	br-ma	serrano do maranhão	13042	True
br_city	br-ma	sucupira do norte	9144	True
br_city	br-ma	sucupira do riachão	4970	True
br_city	br-ma	são benedito do rio preto	19240	True
br_city	br-ma	são bento	51070	True
br_city	br-ma	são bernardo	30599	True
br_city	br-ma	são domingos do azeitão	8064	True
br_city	br-ma	são domingos do maranhão	37913	True
br_city	br-ma	são francisco do brejão	14742	True
br_city	br-ma	são francisco do maranhão	12471	True
br_city	br-ma	são félix de balsas	4283	True
br_city	br-ma	são josé de ribamar	255175	True
br_city	br-ma	são josé dos basílios	8066	True
br_city	br-ma	são joão batista	21207	True
br_city	br-ma	são joão do carú	11107	True
br_city	br-ma	são joão do paraíso	11300	True
br_city	br-ma	são joão do soter	19684	True
br_city	br-ma	são joão dos patos	27002	True
br_city	br-ma	são luís	1176668	True
br_city	br-ma	são luís gonzaga do maranhão	18302	True
br_city	br-ma	são mateus do maranhão	42950	True
br_city	br-ma	são pedro da água branca	9660	True
br_city	br-ma	são pedro dos crentes	4796	True
br_city	br-ma	são raimundo das mangabeiras	20515	True
br_city	br-ma	são raimundo do doca bezerra	3756	True
br_city	br-ma	são roberto	8013	True
br_city	br-ma	são vicente ferrer	23797	True
br_city	br-ma	sítio novo	18988	True
br_city	br-ma	tasso fragoso	9194	True
br_city	br-ma	timbiras	29799	True
br_city	br-ma	timon	190883	True
br_city	br-ma	trizidela do vale	21332	True
br_city	br-ma	tufilândia	7030	True
br_city	br-ma	tuntum	45984	True
br_city	br-ma	turiaçu	36441	True
br_city	br-ma	turilândia	27927	True
br_city	br-ma	tutóia	72393	True
br_city	br-ma	urbano santos	34385	True
br_city	br-ma	vargem grande	70737	True
br_city	br-ma	viana	56293	True
br_city	br-ma	vila nova dos martírios	18911	True
br_city	br-ma	vitorino freire	35307	True
br_city	br-ma	vitória do mearim	34066	True
