ISO,NODEJ,NODEI,LONFR,LATFR,LONTO,LATTO,PrdMIG
KEN,10,11,37.31801998,-0.526769572,36.82141093,-1.073072911,4183.423043
KEN,10,12,37.03136826,-0.81029381,36.82141093,-1.073072911,9678.52175
KEN,10,13,36.48086594,-0.3223929,36.82141093,-1.073072911,5396.959432
KEN,10,14,36.95403455,-0.340562513,36.82141093,-1.073072911,4756.173711
KEN,10,20,39.65804694,-3.991481461,36.82141093,-1.073072911,944.3705787
KEN,10,21,39.69570392,-3.165777796,36.82141093,-1.073072911,834.1117675
KEN,10,22,39.16207602,-4.140966326,36.82141093,-1.073072911,660.7496729
KEN,10,23,40.78789312,-2.040192312,36.82141093,-1.073072911,318.2989528
KEN,10,24,38.43036851,-3.432581275,36.82141093,-1.073072911,790.9505206
KEN,10,25,39.40841698,-1.540283766,36.82141093,-1.073072911,841.5730292
KEN,10,30,37.63422775,-0.585738552,36.82141093,-1.073072911,3061.096617
KEN,10,31,38.53130009,0.989251778,36.82141093,-1.073072911,681.4910005
KEN,10,32,38.40205514,-1.493912257,36.82141093,-1.073072911,2689.603496
KEN,10,33,37.41288282,-1.267655979,36.82141093,-1.073072911,9171.633033
KEN,10,34,37.78224958,-2.150343504,36.82141093,-1.073072911,2754.218963
KEN,10,35,37.59354692,2.966727639,36.82141093,-1.073072911,439.2909457
KEN,10,36,37.74470756,0.150272095,36.82141093,-1.073072911,3041.316658
KEN,10,37,37.93152342,-0.186758947,36.82141093,-1.073072911,1941.240044
KEN,10,40,36.86167456,-1.298891897,36.82141093,-1.073072911,20537.04113
KEN,10,50,40.19880081,-0.493112307,36.82141093,-1.073072911,714.8841803
KEN,10,51,40.69333943,3.364649664,36.82141093,-1.073072911,363.6894711
KEN,10,55,40.01526574,1.746772881,36.82141093,-1.073072911,503.7836705
KEN,10,60,34.28099606,0.012064345,36.82141093,-1.073072911,1203.390684
KEN,10,61,34.43919104,-0.573896612,36.82141093,-1.073072911,1580.908129
KEN,10,62,34.77484915,-0.776242545,36.82141093,-1.073072911,2315.02257
KEN,10,63,34.88349598,-0.157666349,36.82141093,-1.073072911,2199.793853
KEN,10,64,34.42856881,-1.005241751,36.82141093,-1.073072911,1561.050609
KEN,10,65,34.9666557,-0.642514518,36.82141093,-1.073072911,2034.790362
KEN,10,80,34.74519673,0.409799678,36.82141093,-1.073072911,1748.648574
KEN,10,81,34.72003381,0.079758005,36.82141093,-1.073072911,1424.260757
KEN,10,82,34.19262629,0.391078947,36.82141093,-1.073072911,934.3797254
KEN,10,83,34.63905148,0.754059142,36.82141093,-1.073072911,1285.801584
KEN,10,700,35.9407104,0.682205452,36.82141093,-1.073072911,1833.829632
KEN,10,701,35.24405167,1.745650076,36.82141093,-1.073072911,686.8015441
KEN,10,702,35.32044087,0.53197494,36.82141093,-1.073072911,1994.44261
KEN,10,703,35.46438659,3.192204694,36.82141093,-1.073072911,535.8852188
KEN,10,704,34.95676391,1.054870803,36.82141093,-1.073072911,1077.033338
KEN,10,705,37.11658975,1.325688956,36.82141093,-1.073072911,929.523574
KEN,10,706,35.57377021,-1.253775605,36.82141093,-1.073072911,2472.456523
KEN,10,707,35.11284353,0.185330317,36.82141093,-1.073072911,1877.796133
KEN,10,708,36.69566027,-1.697114002,36.82141093,-1.073072911,11955.46028
KEN,10,709,36.76429803,0.327422399,36.82141093,-1.073072911,2069.490812
KEN,10,710,35.53278645,0.803736342,36.82141093,-1.073072911,1301.008505
KEN,10,711,35.33565074,-0.244144677,36.82141093,-1.073072911,2203.929235
KEN,10,712,35.28133091,-0.695202924,36.82141093,-1.073072911,2565.022454
KEN,11,10,36.82141093,-1.073072911,37.31801998,-0.526769572,2312.109683
KEN,11,12,37.03136826,-0.81029381,37.31801998,-0.526769572,3885.364337
KEN,11,13,36.48086594,-0.3223929,37.31801998,-0.526769572,1320.597741
KEN,11,14,36.95403455,-0.340562513,37.31801998,-0.526769572,3554.607764
KEN,11,20,39.65804694,-3.991481461,37.31801998,-0.526769572,356.9357002
KEN,11,21,39.69570392,-3.165777796,37.31801998,-0.526769572,323.8766548
KEN,11,22,39.16207602,-4.140966326,37.31801998,-0.526769572,243.658746
KEN,11,23,40.78789312,-2.040192312,37.31801998,-0.526769572,133.0297703
KEN,11,24,38.43036851,-3.432581275,37.31801998,-0.526769572,263.1100481
KEN,11,25,39.40841698,-1.540283766,37.31801998,-0.526769572,419.3353104
KEN,11,30,37.63422775,-0.585738552,37.31801998,-0.526769572,3030.506466
KEN,11,31,38.53130009,0.989251778,37.31801998,-0.526769572,465.6785144
KEN,11,32,38.40205514,-1.493912257,37.31801998,-0.526769572,1072.736121
KEN,11,33,37.41288282,-1.267655979,37.31801998,-0.526769572,2004.7806
KEN,11,34,37.78224958,-2.150343504,37.31801998,-0.526769572,1023.132729
KEN,11,35,37.59354692,2.966727639,37.31801998,-0.526769572,202.4669861
KEN,11,36,37.74470756,0.150272095,37.31801998,-0.526769572,2900.882197
KEN,11,37,37.93152342,-0.186758947,37.31801998,-0.526769572,1451.999049
