ISO,NODEI,NODEJ,LONFR,LATFR,LONTO,LATTO,PrdMIG
BEN,1,2,2.904159636,11.33421736,1.581715961,10.69353435,1593.713518
BEN,1,3,2.904159636,11.33421736,2.221642721,6.611915561,579.5340975
BEN,1,4,2.904159636,11.33421736,2.766480957,9.788361596,1752.634349
BEN,1,5,2.904159636,11.33421736,2.207144395,8.129299876,366.9794765
BEN,1,6,2.904159636,11.33421736,1.794703301,9.355628835,356.2078977
BEN,1,7,2.904159636,11.33421736,1.786397893,7.027613306,230.2265861
BEN,1,8,2.904159636,11.33421736,2.41178984,6.364694714,679.5819586
BEN,1,9,2.904159636,11.33421736,1.825712043,6.584468954,222.9979423
BEN,1,10,2.904159636,11.33421736,2.539619685,6.626817995,308.6161261
BEN,1,11,2.904159636,11.33421736,2.628894877,7.179497971,128.6680038
BEN,1,12,2.904159636,11.33421736,2.108615105,7.274657761,325.1233983
BEN,2,1,1.581715961,10.69353435,2.904159636,11.33421736,1500.608578
BEN,2,3,1.581715961,10.69353435,2.221642721,6.611915561,701.4457337
BEN,2,4,1.581715961,10.69353435,2.766480957,9.788361596,1882.679673
BEN,2,5,1.581715961,10.69353435,2.207144395,8.129299876,579.9595423
BEN,2,6,1.581715961,10.69353435,1.794703301,9.355628835,828.3182657
BEN,2,7,1.581715961,10.69353435,1.786397893,7.027613306,294.9162786
BEN,2,8,1.581715961,10.69353435,2.41178984,6.364694714,803.696839
BEN,2,9,1.581715961,10.69353435,1.825712043,6.584468954,274.7320183
BEN,2,10,1.581715961,10.69353435,2.539619685,6.626817995,365.1998489
BEN,2,11,1.581715961,10.69353435,2.628894877,7.179497971,155.5944214
BEN,2,12,1.581715961,10.69353435,2.108615105,7.274657761,420.9612405
BEN,3,1,2.221642721,6.611915561,2.904159636,11.33421736,294.2805131
BEN,3,2,2.221642721,6.611915561,1.581715961,10.69353435,379.4290331
BEN,3,4,2.221642721,6.611915561,2.766480957,9.788361596,566.1822272
BEN,3,5,2.221642721,6.611915561,2.207144395,8.129299876,1443.516842
BEN,3,6,2.221642721,6.611915561,1.794703301,9.355628835,319.6029923
BEN,3,7,2.221642721,6.611915561,1.786397893,7.027613306,4195.613681
BEN,3,8,2.221642721,6.611915561,2.41178984,6.364694714,13593.44279
BEN,3,9,2.221642721,6.611915561,1.825712043,6.584468954,4640.133116
BEN,3,10,2.221642721,6.611915561,2.539619685,6.626817995,6022.754647
BEN,3,11,2.221642721,6.611915561,2.628894877,7.179497971,1318.096537
BEN,3,12,2.221642721,6.611915561,2.108615105,7.274657761,5078.156946
BEN,4,1,2.766480957,9.788361596,2.904159636,11.33421736,1635.61682
BEN,4,2,2.766480957,9.788361596,1.581715961,10.69353435,1871.459716
BEN,4,3,2.766480957,9.788361596,2.221642721,6.611915561,1044.085746
BEN,4,5,2.766480957,9.788361596,2.207144395,8.129299876,1764.032835
BEN,4,6,2.766480957,9.788361596,1.794703301,9.355628835,1050.313687
BEN,4,7,2.766480957,9.788361596,1.786397893,7.027613306,456.5026972
BEN,4,8,2.766480957,9.788361596,2.41178984,6.364694714,1150.302337
BEN,4,9,2.766480957,9.788361596,1.825712043,6.584468954,386.8183444
BEN,4,10,2.766480957,9.788361596,2.539619685,6.626817995,563.932507
BEN,4,11,2.766480957,9.788361596,2.628894877,7.179497971,302.2545468
BEN,4,12,2.766480957,9.788361596,2.108615105,7.274657761,767.7146454
BEN,5,1,2.207144395,8.129299876,2.904159636,11.33421736,342.3993353
BEN,5,2,2.207144395,8.129299876,1.581715961,10.69353435,576.4276893
BEN,5,3,2.207144395,8.129299876,2.221642721,6.611915561,2660.401802
BEN,5,4,2.207144395,8.129299876,2.766480957,9.788361596,1769.033498
BEN,5,6,2.207144395,8.129299876,1.794703301,9.355628835,831.0394527
BEN,5,7,2.207144395,8.129299876,1.786397893,7.027613306,1064.13856
BEN,5,8,2.207144395,8.129299876,2.41178984,6.364694714,3033.505838
BEN,5,9,2.207144395,8.129299876,1.825712043,6.584468954,1027.28376
BEN,5,10,2.207144395,8.129299876,2.539619685,6.626817995,1396.394941
BEN,5,11,2.207144395,8.129299876,2.628894877,7.179497971,922.5369465
BEN,5,12,2.207144395,8.129299876,2.108615105,7.274657761,2924.575491
BEN,6,1,1.794703301,9.355628835,2.904159636,11.33421736,606.4985883
BEN,6,2,1.794703301,9.355628835,1.581715961,10.69353435,1502.115847
BEN,6,3,1.794703301,9.355628835,2.221642721,6.611915561,1074.866447
BEN,6,4,1.794703301,9.355628835,2.766480957,9.788361596,1921.710905
BEN,6,5,1.794703301,9.355628835,2.207144395,8.129299876,1520.778089
BEN,6,7,1.794703301,9.355628835,1.786397893,7.027613306,569.6756552
BEN,6,8,1.794703301,9.355628835,2.41178984,6.364694714,1090.231141
BEN,6,9,1.794703301,9.355628835,1.825712043,6.584468954,419.8860654
BEN,6,10,1.794703301,9.355628835,2.539619685,6.626817995,543.7752145
BEN,6,11,1.794703301,9.355628835,2.628894877,7.179497971,299.6598579
BEN,6,12,1.794703301,9.355628835,2.108615105,7.274657761,897.3326785
BEN,7,1,1.786397893,7.027613306,2.904159636,11.33421736,220.7831981
BEN,7,2,1.786397893,7.027613306,1.581715961,10.69353435,302.2636892
BEN,7,3,1.786397893,7.027613306,2.221642721,6.611915561,7981.162369
BEN,7,4,1.786397893,7.027613306,2.766480957,9.788361596,471.8555886
BEN,7,5,1.786397893,7.027613306,2.207144395,8.129299876,1104.376399
BEN,7,6,1.786397893,7.027613306,1.794703301,9.355628835,323.9444743
BEN,7,8,1.786397893,7.027613306,2.41178984,6.364694714,4064.913217
BEN,7,9,1.786397893,7.027613306,1.825712043,6.584468954,3346.870533
BEN,7,10,1.786397893,7.027613306,2.539619685,6.626817995,1932.723225
BEN,7,11,1.786397893,7.027613306,2.628894877,7.179497971,718.0599716
BEN,7,12,1.786397893,7.027613306,2.108615105,7.274657761,4171.000408
BEN,8,1,2.41178984,6.364694714,2.904159636,11.33421736,330.9084747
BEN,8,2,2.41178984,6.364694714,1.581715961,10.69353435,419.6581532
BEN,8,3,2.41178984,6.364694714,2.221642721,6.611915561,13336.12482
BEN,8,4,2.41178984,6.364694714,2.766480957,9.788361596,605.9715803
BEN,8,5,2.41178984,6.364694714,2.207144395,8.129299876,1596.824736
BEN,8,6,2.41178984,6.364694714,1.794703301,9.355628835,314.8920388
BEN,8,7,2.41178984,6.364694714,1.786397893,7.027613306,2076.408799
BEN,8,9,2.41178984,6.364694714,1.825712043,6.584468954,3391.022949
BEN,8,10,2.41178984,6.364694714,2.539619685,6.626817995,6951.09636
BEN,8,11,2.41178984,6.364694714,2.628894877,7.179497971,1212.443828
