ISO,NODEI,NODEJ,LONFR,LATFR,LONTO,LATTO,PrdMIG
COD,1,2,22.49024398,-6.211918049,24.6717827,-6.222556663,2512.437366
COD,1,3,22.49024398,-6.211918049,23.60287682,-6.119685989,7175.298146
COD,1,4,22.49024398,-6.211918049,23.61899697,-3.530612187,1286.500651
COD,1,5,22.49024398,-6.211918049,23.51953062,-6.189686239,2954.496421
COD,1,6,22.49024398,-6.211918049,25.44524256,-8.210358222,743.8444834
COD,1,7,22.49024398,-6.211918049,27.83998883,-10.43555653,369.7239455
COD,1,8,22.49024398,-6.211918049,25.51689457,-10.50478796,485.1231531
COD,1,9,22.49024398,-6.211918049,23.00698068,-9.453170892,738.6570039
COD,1,10,22.49024398,-6.211918049,27.49000051,-11.62785409,285.0846164
COD,1,11,22.49024398,-6.211918049,28.20676455,-6.536728755,406.0700939
COD,1,12,22.49024398,-6.211918049,15.92668864,-4.448898272,2610.666402
COD,1,13,22.49024398,-6.211918049,28.81509179,-2.55386799,261.1274472
COD,1,14,22.49024398,-6.211918049,26.41258902,-3.098936226,469.3897189
COD,1,15,22.49024398,-6.211918049,28.68827525,-0.58650237,1155.084848
COD,1,16,22.49024398,-6.211918049,28.25077529,-3.203989642,518.3149811
COD,1,17,22.49024398,-6.211918049,25.1561013,3.623596191,331.3065907
COD,1,18,22.49024398,-6.211918049,28.56904546,3.34152848,1263.020972
COD,1,19,22.49024398,-6.211918049,17.44418873,-3.297912619,216.8726029
COD,1,20,22.49024398,-6.211918049,17.86898638,-6.448018215,458.0681491
COD,1,21,22.49024398,-6.211918049,18.65180039,-4.781260171,787.5819378
COD,1,22,22.49024398,-6.211918049,18.53255261,-2.709948121,414.4335344
COD,1,23,22.49024398,-6.211918049,13.07913579,-5.186546832,274.4510409
COD,1,24,22.49024398,-6.211918049,12.84210871,-5.768284002,236.0440711
COD,1,25,22.49024398,-6.211918049,14.29878087,-5.251015451,292.3947944
COD,1,26,22.49024398,-6.211918049,15.592098,-5.255024182,244.3501486
COD,1,27,22.49024398,-6.211918049,13.49748747,-5.80801338,89.71684197
COD,1,28,22.49024398,-6.211918049,18.92917651,0.200433772,327.5166096
COD,1,29,22.49024398,-6.211918049,18.27709433,-0.087669941,86.74788322
COD,1,30,22.49024398,-6.211918049,21.51888391,2.06296323,389.0557466
COD,1,31,22.49024398,-6.211918049,21.09480453,3.845129483,347.4573331
COD,1,32,22.49024398,-6.211918049,19.34252567,3.082179953,436.7262486
COD,1,33,22.49024398,-6.211918049,21.78781928,-0.701909745,330.0138312
COD,1,34,22.49024398,-6.211918049,22.48855046,-5.898715063,1840.324288
COD,1,35,22.49024398,-6.211918049,21.11629539,-4.945286355,3568.936293
COD,1,36,22.49024398,-6.211918049,29.49267342,1.765594202,587.2482977
COD,1,37,22.49024398,-6.211918049,25.21505591,0.507887905,573.4691896
COD,1,38,22.49024398,-6.211918049,25.21208227,0.464909763,337.0522197
COD,2,1,24.6717827,-6.222556663,22.49024398,-6.211918049,2458.067433
COD,2,3,24.6717827,-6.222556663,23.60287682,-6.119685989,7237.660726
COD,2,4,24.6717827,-6.222556663,23.61899697,-3.530612187,1270.829318
COD,2,5,24.6717827,-6.222556663,23.51953062,-6.189686239,2614.352416
COD,2,6,24.6717827,-6.222556663,25.44524256,-8.210358222,2684.142149
COD,2,7,24.6717827,-6.222556663,27.83998883,-10.43555653,422.797525
COD,2,8,24.6717827,-6.222556663,25.51689457,-10.50478796,554.7408138
COD,2,9,24.6717827,-6.222556663,23.00698068,-9.453170892,630.1432617
COD,2,10,24.6717827,-6.222556663,27.49000051,-11.62785409,296.8652358
COD,2,11,24.6717827,-6.222556663,28.20676455,-6.536728755,910.02368
COD,2,12,24.6717827,-6.222556663,15.92668864,-4.448898272,2655.610051
COD,2,13,24.6717827,-6.222556663,28.81509179,-2.55386799,290.2783051
COD,2,14,24.6717827,-6.222556663,26.41258902,-3.098936226,936.7711727
COD,2,15,24.6717827,-6.222556663,28.68827525,-0.58650237,1109.484288
COD,2,16,24.6717827,-6.222556663,28.25077529,-3.203989642,643.5226539
COD,2,17,24.6717827,-6.222556663,25.1561013,3.623596191,315.0086517
COD,2,18,24.6717827,-6.222556663,28.56904546,3.34152848,1138.336939
COD,2,19,24.6717827,-6.222556663,17.44418873,-3.297912619,193.7594834
COD,2,20,24.6717827,-6.222556663,17.86898638,-6.448018215,341.6989869
COD,2,21,24.6717827,-6.222556663,18.65180039,-4.781260171,549.0978537
COD,2,22,24.6717827,-6.222556663,18.53255261,-2.709948121,343.3224666
COD,2,23,24.6717827,-6.222556663,13.07913579,-5.186546832,317.1553882
COD,2,24,24.6717827,-6.222556663,12.84210871,-5.768284002,273.1092127
COD,2,25,24.6717827,-6.222556663,14.29878087,-5.251015451,330.0957295
COD,2,26,24.6717827,-6.222556663,15.592098,-5.255024182,253.4219837
COD,2,27,24.6717827,-6.222556663,13.49748747,-5.80801338,103.258066
COD,2,28,24.6717827,-6.222556663,18.92917651,0.200433772,331.752332
COD,2,29,24.6717827,-6.222556663,18.27709433,-0.087669941,89.17493149
COD,2,30,24.6717827,-6.222556663,21.51888391,2.06296323,390.7183416
COD,2,31,24.6717827,-6.222556663,21.09480453,3.845129483,353.6615195
COD,2,32,24.6717827,-6.222556663,19.34252567,3.082179953,457.8590669
COD,2,33,24.6717827,-6.222556663,21.78781928,-0.701909745,297.8731494
COD,2,34,24.6717827,-6.222556663,22.48855046,-5.898715063,387.4076794
COD,2,35,24.6717827,-6.222556663,21.11629539,-4.945286355,745.727017
COD,2,36,24.6717827,-6.222556663,29.49267342,1.765594202,519.0962132
COD,2,37,24.6717827,-6.222556663,25.21505591,0.507887905,567.9981529
